Customer Id,Age,Edu,Years Employed,Income,Card Debt,Other Debt,Defaulted,Address,DebtIncomeRatio
426,45,2,18,35000,548,4172.5,0,NBA019,17.4
427,43,1,4,29000,53,1281,0,NBA002,4.6
428,54,1,9,28000,1558,2586,1,NBA002,14.8
429,35,3,7,38000,1383,4172.5,0,NBA005,15.1
430,28,1,4,19000,287,492,0,NBA007,4.1
431,39,1,16,52000,4160,4172.5,0,NBA004,20
432,43,1,8,32000,1234,4172.5,,NBA000,19
433,32,2,2,15000,119,1246,1,NBA011,9.1
434,22,3,0,18000,478,908,0,NBA001,7.7
435,41,3,18,71000,4172.5,4172.5,1,NBA006,15.7
436,34,2,4,25000,570,880,0,NBA010,5.8
437,34,2,9,27000,295,164,0,NBA007,1.7
438,31,1,1,24000,217,863,0,NBA001,4.5
439,55,1,19,78000,4172.5,4172.5,0,NBA002,15.6
440,40,1,21,46000,967,1885,0,NBA021,6.2
441,41,1,13,44000,71,677,0,NBA010,1.7
442,43,2,10,37000,676,2469,0,NBA024,8.5
443,36,1,6,26000,30,2128,0,NBA009,8.3
444,51,2,31,103375,4172.5,4172.5,0,NBA014,7.8
445,40,1,17,55000,2126,4144,,NBA005,11.4
446,27,3,5,42000,2708,4172.5,1,NBA004,19.9
447,36,2,11,49000,273,364,0,NBA008,1.3
448,38,1,5,54000,1500,4172.5,0,NBA005,10.6
449,47,1,17,43000,588,1820,0,NBA021,5.6
450,33,1,13,42000,228,1284,0,NBA013,3.6
451,41,3,12,86000,4172.5,4172.5,1,NBA011,26.5
452,33,1,9,29000,1349,2653,1,NBA004,13.8
453,21,3,0,26000,1530,472,0,NBA001,7.7
454,34,1,0,21000,187,1325,0,NBA001,7.2
455,51,2,27,103375,821,4172.5,0,NBA021,11.5
456,36,2,0,30000,329,2581,0,NBA017,9.7
457,23,2,0,17000,2044,2665,1,NBA001,26.85
458,34,1,4,28000,1058,1574,,NBA003,9.4
459,29,1,7,22000,551,1583,0,NBA009,9.7
460,46,3,9,60000,1607,4172.5,0,NBA010,15.3
461,45,3,2,39000,459,1452,0,NBA005,4.9
462,41,3,17,103375,4172.5,4172.5,1,NBA012,9.3
463,28,1,4,16000,1085,2723,0,NBA001,23.8
464,37,1,6,29000,1716,3011,0,NBA009,16.3
465,25,1,8,35000,77,938,0,NBA001,2.9
466,48,3,0,19000,850,1202,0,NBA027,10.8
467,37,3,12,83000,320,3083,0,NBA008,4.1
468,32,1,3,23000,53,1373,0,NBA010,6.2
469,31,1,15,60000,804,2076,0,NBA002,4.8
470,48,3.5,14,59000,4172.5,4172.5,1,NBA010,16.5
471,45,1,22,91000,1256,4172.5,0,NBA024,11.7
472,41,2,6,36000,1486,3518,,NBA007,13.9
473,39,1,19,46000,2516,1670,0,NBA008,9.1
474,41,1,19,96000,2254,4172.5,0,NBA001,7.8
475,50,2,15,60000,468,192,0,NBA031,1.1
476,22,3,0,23000,373,1559,1,NBA000,8.4
477,43,2,6,54000,622,4172.5,0,NBA024,9.6
478,33,1,8,27000,777,789,0,NBA007,5.8
479,29,1,11,32000,927,993,0,NBA007,6
480,24,1,3,21000,2682,3387,1,NBA003,26.85
481,27,1,6,52000,1902,4172.5,,NBA002,13.8
482,37,3.5,1,33000,2694,2619,1,NBA014,16.1
483,34,2,8,78000,2157,2055,0,NBA006,5.4
484,22,1,1,17000,806,2356,0,NBA003,18.6
485,41,1,4,25000,1060,1464,0,NBA019,10.1
486,32,2,7,32000,433,943,0,NBA010,4.3
487,35,1,15,40000,1214,4172.5,0,NBA011,18.5
488,41,1,24,100000,4172.5,4172.5,0,NBA015,11.5
489,21,2,1,16000,242,2638,1,NBA002,18
490,23,1,2,25000,124,1001,1,NBA001,4.5
491,25,1,6,22000,2262,2182,0,NBA006,20.2
492,40,1,12,89000,2772,4172.5,0,NBA006,17.4
493,38,1,11,35000,1266,1534,0,NBA013,8
494,49,2,14,63000,936,4172.5,,NBA026,15.8
495,40,1,13,28000,965,687,0,NBA002,5.9
496,29,2,1,25000,569,2031,0,NBA007,10.4
497,25,1,3,18000,352,2582,1,NBA002,16.3
498,33,1,14,72000,4172.5,4172.5,1,NBA008,26.85
499,37,2,11,47000,1597,2915,,NBA011,9.6
500,24,1,1,18000,239,823,1,NBA000,5.9
501,29,2,4,37000,1160,1282,1,NBA003,6.6
502,28,2,0,29000,2148,1709,1,NBA007,13.3
503,37,2,15,103375,4172.5,4172.5,,NBA011,11.8
504,47,2,27,103375,1638,4172.5,,NBA007,6.1
505,31,2,2,26000,283,1485,1,NBA001,6.8
506,28,3,5,44000,773,3055,0,NBA009,8.7
507,39,2,15,32000,422,1146,0,NBA019,4.9
508,33,2,2,35000,2124,4172.5,1,NBA014,22.9
509,41,2,19,68000,1507,2437,0,NBA002,5.8
510,29,2,1,29000,2330,3818,1,NBA007,21.2
511,31,1,2,22000,1092,1702,1,NBA004,12.7
512,28,3.5,0,38000,636,3316,0,NBA005,10.4
513,35,1,0,34000,1370,2404,1,NBA005,11.1
514,54,1,25,103375,4172.5,4172.5,1,NBA012,26.5
515,39,1,19,53000,190,1771,,NBA016,3.7
516,46,1,9,31000,1617,2661,0,NBA023,13.8
517,23,2,3,22000,1274,1234,1,NBA003,11.4
518,28,2,6,38000,774,1962,0,NBA007,7.2
519,24,1,3,15000,73,1622,1,NBA005,11.3
520,41,2,7,63000,4172.5,4172.5,0,NBA017,15.4
521,43,2,9,60000,4039,4172.5,1,NBA005,20.4
522,27,3,3,35000,1601,3054,0,NBA004,13.3
523,33,3.5,4,22000,566,644,,NBA012,5.5
524,28,1,2,18000,1939,725,1,NBA000,14.8
525,48,1,13,38000,722,3382,,NBA011,10.8
526,35,3,1,20000,853,727,0,NBA004,7.9
527,31,1,11,28000,345,999,1,NBA006,4.8
528,42,2,14,48000,1201,2927,1,NBA001,8.6
529,29,1,1,18000,1981,2627,1,NBA003,25.6
530,36,1,4,17000,521,2420,0,NBA015,17.3
531,29,1,4,24000,867,1005,,NBA000,7.8
532,31,1,12,31000,2057,4172.5,0,NBA004,23.7
533,43,3.5,18,103375,4172.5,4172.5,1,NBA014,6.5
534,41,2,13,93000,4172.5,4129,,NBA001,14.7
535,31,1,9,28000,48,624,0,NBA010,2.4
536,31,1,6,45000,585,2700,,NBA001,7.3
537,28,2,2,23000,187,1285,1,NBA003,6.4
538,35,1,7,29000,264,1157,0,NBA014,4.9
539,38,1,5,21000,450,1440,0,NBA013,9
540,40,1,14,43000,2793,3657,1,NBA021,15
541,39,1,20,103375,2240,2516,,NBA008,4.1
542,38,2,8,38000,29,199,0,NBA016,0.6
543,27,3,4,40000,284,956,1,NBA001,3.1
544,49,1,11,39000,2458,1481,0,NBA005,10.1
545,38,1,18,45000,535,2615,0,NBA007,7
546,43,1,16,89000,159,197,0,NBA007,0.4
547,36,2,9,49000,818,3396,1,NBA006,8.6
548,37,1,4,23000,870,1982,0,NBA000,12.4
549,46,3,22,99000,827,1450,0,NBA004,2.3
550,22,2,0,20000,207,913,0,NBA003,5.6
551,47,1,13,51000,3739,4172.5,0,NBA025,23.8
552,47,3,16,103375,2192,3128,,NBA007,2
553,30,3.5,2,25000,1770,730,0,NBA008,10
554,51,2,19,103375,1068,3384,0,NBA025,2.8
555,28,1,10,42000,1047,2565,,NBA001,8.6
556,50,1,6,21000,1317,1392,,NBA027,12.9
557,43,1,24,103375,4172.5,4172.5,,NBA022,7.7
558,46,2,9,15000,15,630,0,NBA026,4.3
559,29,1,7,20000,1006,2954,1,NBA005,19.8
560,26,1,1,21000,608,421,0,NBA000,4.9
561,45,1,14,46000,1262,1084,,NBA026,5.1
562,39,1,22,52000,1155,509,0,NBA003,3.2
563,30,2,10,22000,1410,2132,0,NBA004,16.1
564,41,3,7,56000,374,4172.5,1,NBA006,14.5
565,25,2,4,27000,549,801,1,NBA005,5
566,34,1,16,48000,1474,2174,0,NBA009,7.6
567,44,3,7,78000,3153,4172.5,,NBA016,10.5
568,25,1,4,23000,252,944,0,NBA000,5.2
569,39,1,20,67000,3834,4172.5,0,NBA009,26.85
570,26,1,4,20000,319,761,0,NBA003,5.4
571,31,1,8,41000,134,4172.5,0,NBA003,12.6
572,40,3,5,103375,4172.5,4172.5,1,NBA003,16
573,42,1,6,31000,1025,2571,0,NBA009,11.6
574,23,1,1,21000,1210,554,1,NBA000,8.4
575,34,1,9,48000,420,4044,0,NBA008,9.3
576,28,3.5,0,29000,1425,4172.5,0,NBA007,24.2
577,29,1,6,21000,1110,2691,0,NBA007,18.1
578,29,2,3,26000,538,1048,1,NBA006,6.1
579,24,2,2,26000,888,1634,1,NBA003,9.7
580,53,1,9,50000,2016,3584,1,NBA018,11.2
581,39,1,19,60000,4172.5,4172.5,1,NBA015,26.85
582,28,3.5,2,41000,459,566,1,NBA004,2.5
583,38,1,16,37000,83,3099,,NBA008,8.6
584,39,1,12,46000,561,1739,0,NBA010,5
585,38,1,18,44000,606,1374,0,NBA019,4.5
586,34,3.5,6,27000,1982,4172.5,1,NBA003,26.85
587,31,1,11,45000,2739,4172.5,0,NBA012,17
588,40,1,2,32000,854,330,0,NBA004,3.7
589,32,1,8,26000,326,740,0,NBA006,4.1
590,35,2,12,64000,1450,4172.5,,NBA012,15
591,29,2,3,32000,1071,1809,,NBA009,9
592,44,2,12,86000,1476,4172.5,0,NBA005,13
593,48,2,9,44000,2134,462,,NBA022,5.9
594,41,2,6,36000,4172.5,2506,1,NBA000,19.5
595,28,1,0,28000,2284,4172.5,1,NBA002,26.85
596,29,1,3,23000,1104,1035,,NBA010,9.3
597,24,1,1,16000,878,274,,NBA004,7.2
598,25,1,9,18000,66,150,0,NBA004,1.2
599,43,2,16,83000,259,3144,0,NBA010,4.1
600,45,1,12,37000,1343,2172,0,NBA019,9.5
601,35,1,13,35000,432,1143,0,NBA015,4.5
602,34,1,13,51000,1875,3021,0,NBA011,9.6
603,29,1,2,14000,587,1429,1,NBA000,14.4
604,32,2,11,75000,4172.5,4172.5,1,NBA006,23.3
605,27,3,6,26000,930,1774,0,NBA004,10.4
606,39,1,16,57000,1559,4172.5,0,NBA020,19.4
607,37,3.5,2,29000,2782,1684,,NBA001,15.4
608,31,3.5,1,29000,1065,2154,0,NBA006,11.1
609,28,1,4,28000,437,3539,1,NBA002,14.2
610,27,2,8,38000,364,2258,0,NBA004,6.9
611,31,1,8,27000,674,784,,NBA004,5.4
612,31,1,9,26000,310,860,0,NBA005,4.5
613,32,1,0,20000,263,337,1,NBA004,3
614,29,2,9,36000,127,377,0,NBA003,1.4
615,31,2,9,53000,1195,4172.5,0,NBA008,13.5
616,32,2,5,43000,1806,4172.5,1,NBA005,15
617,39,1,6,42000,2541,4172.5,1,NBA019,19.9
618,27,2,7,30000,448,752,1,NBA008,4
619,29,1,13,42000,1458,1650,1,NBA001,7.4
620,31,1,11,34000,298,2014,0,NBA006,6.8
621,41,2,22,75000,4172.5,4172.5,0,NBA017,23.6
622,30,1,1,27000,1275,2046,,NBA001,12.3
623,35,2,0,22000,1970,1330,1,NBA016,15
624,38,2,2,22000,1209,3785,1,NBA016,22.7
625,29,1,1,17000,157,982,0,NBA009,6.7
626,37,1,7,32000,2697,3575,0,NBA003,19.6
627,26,1,8,25000,210,965,0,NBA004,4.7
628,27,1,0,16000,130,46,0,NBA005,1.1
629,42,2,18,66000,1641,4172.5,0,NBA023,9.6
630,45,3,8,103375,4172.5,4172.5,,NBA001,13.9
631,51,3.5,15,26000,2012,1524,,NBA030,13.6
632,36,1,10,28000,815,2321,1,NBA000,11.2
633,48,1,17,66000,1468,644,0,NBA022,3.2
634,45,1,10,52000,932,1876,0,NBA014,5.4
635,47,1,16,103375,4172.5,4172.5,,NBA019,12.6
636,26,1,6,22000,721,1545,0,NBA000,10.3
637,35,1,12,30000,1899,2721,,NBA003,15.4
638,50,3,10,80000,2479,4172.5,0,NBA020,12.2
639,30,1,11,33000,682,2090,0,NBA001,8.4
640,49,2,22,79000,288,4172.5,0,NBA004,7.3
641,36,1,1,16000,433,1055,0,NBA004,9.3
642,24,2,3,19000,359,458,0,NBA000,4.3
643,42,3.5,6,103375,3157,4172.5,0,NBA023,7.8
644,28,2,0,30000,121,1319,1,NBA003,4.8
645,52,2,12,76000,995,4172.5,0,NBA016,7.7
646,39,2,9,56000,4172.5,4172.5,0,NBA016,18.7
647,40,2,15,103375,1222,4172.5,,NBA019,4.1
648,29,2,0,22000,1039,1799,1,NBA008,12.9
649,40,1,8,28000,534,474,0,NBA017,3.6
650,27,1,10,34000,851,1359,0,NBA006,6.5
651,24,3,2,16000,270,754,1,NBA005,6.4
652,26,2,5,28000,1024,1160,0,NBA007,7.8
653,40,3,16,103375,1614,4172.5,0,NBA006,12.1
654,50,2,16,71000,1663,4172.5,0,NBA014,11.1
655,30,1,0,20000,622,458,,NBA002,5.4
656,26,2,6,30000,144,156,0,NBA006,1
657,35,1,10,28000,110,254,,NBA008,1.3
658,37,3,16,50000,4172.5,4172.5,1,NBA014,26.85
659,52,3.5,9,70000,1329,4172.5,1,NBA000,9.4
660,24,1,5,46000,530,1218,,NBA001,3.8
661,28,1,3,26000,432,2168,0,NBA006,10
662,29,2,6,57000,453,801,0,NBA007,2.2
663,35,1,11,77000,1100,2519,,NBA012,4.7
664,54,1,18,103375,3295,4172.5,0,NBA034,8.5
665,32,1,10,32000,1168,2448,0,NBA013,11.3
666,32,1,11,53000,89,1660,0,NBA002,3.3
667,36,1,14,81000,1785,4047,0,NBA011,7.2
668,31,1,12,24000,442,1142,0,NBA009,6.6
669,28,1,11,24000,107,469,0,NBA006,2.4
670,34,1,10,33000,2502,897,1,NBA001,10.3
671,53,3.5,7,61000,1875,2944,0,NBA011,7.9
672,50,1,8,47000,399,2844,0,NBA027,6.9
673,52,3.5,13,103375,4172.5,4172.5,0,NBA017,7.7
674,30,2,4,15000,350,625,0,NBA008,6.5
675,26,2,0,28000,1271,1333,0,NBA007,9.3
676,42,2,21,103375,1365,2386,0,NBA011,3.1
677,27,1,6,43000,883,1224,0,NBA006,4.9
678,41,1,14,52000,926,2870,0,NBA008,7.3
679,27,1,10,31000,1362,4001,0,NBA006,17.3
680,32,1,12,33000,795,2901,,NBA010,11.2
681,37,1,12,44000,2995,3473,0,NBA014,14.7
682,29,1,3,17000,470,1060,0,NBA001,9
683,27,1,9,45000,2852,4172.5,1,NBA006,17.8
684,50,3,25,94000,1734,3248,,NBA007,5.3
685,21,3,0,24000,833,1015,0,NBA002,7.7
686,41,3.5,14,44000,353,395,0,NBA003,1.7
687,23,2,1,18000,885,2481,1,NBA003,18.7
688,45,2,9,69000,707,3916,0,NBA026,6.7
689,45,2,2,29000,443,1123,0,NBA019,5.4
690,33,1,6,21000,567,1008,0,NBA014,7.5
691,21,1,1,16000,141,867,0,NBA001,6.3
692,40,1,6,36000,391,365,1,NBA009,2.1
693,40,2,3,28000,553,2107,0,NBA002,9.5
694,56,1,11,59000,4172.5,4172.5,0,NBA020,15
695,26,1,2,22000,237,1171,,NBA005,6.4
696,29,1,6,46000,1170,1314,0,NBA004,5.4
697,29,2,6,65000,1985,4172.5,0,NBA010,18.4
698,39,1,13,27000,966,1194,0,NBA009,8
699,27,2,1,23000,285,2567,0,NBA000,12.4
700,25,1,1,15000,371,1339,1,NBA006,11.4
701,36,3.5,5,20000,729,891,0,NBA012,8.1
702,35,1,7,39000,1702,4172.5,1,NBA005,16.1
703,25,2,4,33000,553,1163,0,NBA006,5.2
704,21,2,2,20000,291,609,1,NBA000,4.5
705,23,1,2,16000,805,731,1,NBA002,9.6
706,32,1,14,73000,3752,2672,0,NBA007,8.8
707,34,1,0,20000,2049,1371,0,NBA010,17.1
708,38,1,5,20000,91,208,,NBA004,1.5
709,39,1,22,73000,3727,4172.5,0,NBA009,14.3
710,46,1,1,21000,1377,1731,1,NBA015,14.8
711,35,2,10,98000,4172.5,4172.5,0,NBA016,13.3
712,33,3.5,9,28000,377,827,0,NBA010,4.3
713,30,2,12,68000,2857,4172.5,0,NBA009,20.1
714,54,3,21,103375,4172.5,4172.5,0,NBA020,14.4
715,42,2,5,41000,355,1039,0,NBA003,3.4
716,28,1,9,22000,4172.5,811,1,NBA000,26.85
717,35,1,9,34000,398,1302,0,NBA001,5
718,41,3,16,103375,1277,4172.5,0,NBA022,4.4
719,41,1,16,49000,431,353,0,NBA022,1.6
720,53,3.5,5,78000,4172.5,4172.5,1,NBA029,17.3
721,28,1,4,26000,1295,2215,0,NBA007,13.5
722,35,1,5,32000,175,3985,0,NBA005,13
723,42,1,7,25000,1629,921,0,NBA012,10.2
724,33,1,11,35000,506,4172.5,,NBA006,15.9
725,27,3,0,50000,1044,4172.5,,NBA004,14.7
726,48,2,30,103375,3975,4172.5,0,NBA014,7.2
727,33,1,2,44000,525,839,0,NBA014,3.1
728,37,1,6,31000,1701,1926,1,NBA010,11.7
729,31,1,5,23000,46,414,,NBA007,2
730,35,3,10,39000,1602,2454,0,NBA015,10.4
731,48,2,6,66000,2316,4172.5,0,NBA001,12.1
732,34,1,16,75000,3955,3845,0,NBA003,10.4
733,23,2,2,48000,511,3089,,NBA002,7.5
734,41,2,8,43000,86,215,0,NBA021,0.7
735,52,1,33,103375,2288,4172.5,,NBA023,5.6
736,39,1,6,61000,563,2914,0,NBA009,5.7
737,46,1,1,20000,809,1991,0,NBA012,14
738,33,2,4,55000,2160,1690,0,NBA009,7
739,34,3,2,39000,1143,4005,0,NBA014,13.2
740,34,3,12,47000,1301,1848,0,NBA008,6.7
741,40,1,9,33000,4172.5,729,,NBA009,17
742,45,3,16,80000,912,1488,0,NBA021,3
743,25,1,1,19000,190,1121,0,NBA001,6.9
744,31,2,6,32000,3341,4051,1,NBA006,23.1
745,34,3.5,7,40000,950,1610,0,NBA015,6.4
746,45,1,23,50000,559,1541,0,NBA005,4.2
747,44,2,17,103375,551,2674,0,NBA000,2.5
748,35,1,13,42000,769,4172.5,,NBA004,17.6
749,22,2,0,14000,242,2152,,NBA000,17.1
750,26,3,3,40000,1896,2424,,NBA001,10.8
751,38,1,6,18000,131,2209,0,NBA017,13
752,27,1,7,26000,641,1725,0,NBA004,9.1
753,29,1,11,36000,709,1487,0,NBA005,6.1
754,29,2,5,28000,2126,3110,0,NBA007,18.7
755,22,1,4,24000,1636,2108,1,NBA002,15.6
756,47,1,4,26000,122,2582,0,NBA002,10.4
757,27,2,5,25000,706,995,0,NBA006,6.8
758,24,1,2,18000,528,552,0,NBA005,6
759,52,1,17,73000,1054,4172.5,,NBA004,8.7
760,26,1,3,29000,2527,4172.5,1,NBA005,25.7
761,40,1,22,100000,4172.5,4172.5,0,NBA001,14.6
762,33,2,12,58000,3084,4172.5,0,NBA008,18.4
763,30,1,0,17000,304,1736,0,NBA011,12
764,39,2,16,69000,1061,595,0,NBA013,2.4
765,24,2,0,16000,25,1143,0,NBA005,7.3
766,27,3.5,0,70000,1618,3982,1,NBA006,8
767,38,2,7,64000,651,1269,0,NBA004,3
768,36,1,9,40000,1976,1944,0,NBA001,9.8
769,39,1,4,33000,397,1913,0,NBA015,7
770,43,1,13,76000,2151,2485,1,NBA023,6.1
771,24,1,8,17000,569,383,1,NBA000,5.6
772,21,1,5,25000,367,1883,0,NBA001,9
773,26,2,2,24000,1577,1687,1,NBA006,13.6
774,43,1,11,37000,180,301,0,NBA017,1.3
775,36,3,11,44000,446,4172.5,0,NBA012,14.7
776,43,1,15,62000,694,4172.5,,NBA021,9.4
777,35,2,11,62000,4172.5,4172.5,,NBA001,26.85
778,34,2,10,33000,574,2561,0,NBA002,9.5
779,47,2,17,41000,456,3439,0,NBA023,9.5
780,48,1,0,30000,2663,4027,0,NBA023,22.3
781,29,2,9,46000,241,495,0,NBA000,1.6
782,36,1,7,43000,1040,1626,0,NBA002,6.2
783,35,1,10,39000,218,2005,0,NBA016,5.7
784,39,1,13,38000,1897,1485,0,NBA001,8.9
785,41,1,21,76000,4172.5,4172.5,0,NBA002,20.5
786,29,3,1,30000,279,1071,0,NBA010,4.5
787,39,2,18,44000,368,556,0,NBA009,2.1
788,33,1,12,32000,2105,1511,0,NBA011,11.3
789,33,2,8,27000,1646,1000,,NBA013,9.8
790,39,1,0,39000,1066,2015,0,NBA008,7.9
791,40,2,8,57000,878,2314,0,NBA019,5.6
792,53,1,33,103375,4172.5,4172.5,,NBA025,7
793,34,1,15,67000,3741,4172.5,0,NBA000,13.2
794,29,3,7,84000,4172.5,4172.5,1,NBA002,13.6
795,30,1,0,17000,447,182,1,NBA011,3.7
796,38,3,3,25000,312,613,0,NBA018,3.7
797,25,3.5,0,24000,1597,1307,1,NBA006,12.1
798,26,2,6,35000,86,579,0,NBA000,1.9
799,25,2,5,35000,1969,3806,,NBA005,16.5
800,29,1,8,24000,470,1138,0,NBA010,6.7
801,28,1,5,22000,140,476,0,NBA009,2.8
802,48,1,30,101000,1875,4172.5,0,NBA008,6.4
803,26,1,0,14000,302,748,1,NBA000,7.5
804,36,1,4,23000,1327,2422,0,NBA010,16.3
805,30,1,12,38000,171,3059,0,NBA010,8.5
806,41,1,1,19000,242,594,0,NBA016,4.4
807,34,3,13,52000,1497,3287,0,NBA007,9.2
808,25,3,3,54000,1163,2833,,NBA002,7.4
809,45,1,17,62000,2437,4172.5,0,NBA000,15
810,22,1,4,19000,1887,2502,1,NBA003,23.1
811,32,1,13,25000,596,1279,,NBA011,7.5
812,21,2,1,17000,555,1230,,NBA000,10.5
813,34,1,6,20000,42,198,0,NBA001,1.2
814,31,1,10,49000,3237,1565,1,NBA012,9.8
815,33,1,7,22000,631,777,0,NBA000,6.4
816,40,2,2,36000,278,1090,0,NBA001,3.8
817,36,2,6,27000,262,980,1,NBA015,4.6
818,30,2,2,26000,249,739,,NBA002,3.8
819,35,2,0,35000,2383,1957,,NBA006,12.4
820,36,1,7,40000,1695,2265,0,NBA017,9.9
821,37,1,4,24000,419,2989,,NBA010,14.2
822,32,1,16,38000,694,4172.5,0,NBA010,21
823,45,1,3,20000,105,315,0,NBA015,2.1
824,27,3.5,0,25000,1419,1756,1,NBA000,12.7
825,41,2,4,26000,1473,3519,1,NBA014,19.2
826,32,2,12,103375,4027,2585,,NBA011,5.7
827,48,1,13,50000,4172.5,4172.5,1,NBA020,26.85
828,50,1,1,26000,1852,1866,0,NBA026,14.3
829,45,3,0,22000,30,894,0,NBA019,4.2
830,33,2,2,37000,834,831,0,NBA009,4.5
831,33,1,13,52000,2714,4172.5,1,NBA003,21.3
832,27,2,8,18000,401,1741,0,NBA007,11.9
833,36,2,7,43000,2649,3973,0,NBA016,15.4
834,30,3.5,7,30000,264,4172.5,0,NBA010,15.7
835,28,2,3,36000,384,2712,0,NBA001,8.6
836,21,3,0,41000,2367,4172.5,,NBA001,19.5
837,23,2,3,24000,552,960,0,NBA004,6.3
838,23,1,7,22000,849,2319,0,NBA003,14.4
839,26,1,10,25000,1306,469,0,NBA001,7.1
840,31,1,8,22000,370,1104,0,NBA001,6.7
841,38,3,13,25000,343,1082,0,NBA018,5.7
842,29,3,7,63000,572,2893,0,NBA001,5.5
843,32,1,14,36000,273,591,0,NBA000,2.4
844,32,2,8,45000,982,683,0,NBA002,3.7
845,41,1,7,43000,694,1198,0,NBA011,4.4
846,27,1,5,26000,548,1220,,NBA007,6.8
847,28,2,7,34000,359,2021,0,NBA002,7
848,25,3.5,0,18000,2802,3210,1,NBA001,26.85
849,32,1,12,28000,116,696,0,NBA012,2.9
850,52,1,16,64000,1866,3638,0,NBA025,8.6
